,VIX Index,95 Percentile,5 Percentile
2017/6/6,11.95,23.47361111,12.54921053
2017/6/7,11.89,23.47361111,12.54342105
2017/6/8,11.6,23.47361111,12.50973684
2017/6/9,11.73,23.47361111,12.46461098
2017/6/12,11.88,23.47361111,12.43630435
2017/6/13,11.45,23.47361111,12.42108696
2017/6/14,11.48,23.47361111,12.38159039
2017/6/15,11.55,23.47361111,12.35882151
2017/6/16,11.32,23.47361111,12.31717391
2017/6/19,10.9,23.47361111,12.29836384
2017/6/20,11.15,23.47361111,12.28268879
2017/6/21,12.2,23.47361111,12.28268879
2017/6/22,11.99,23.47361111,12.27065217
2017/6/23,11.9,23.47361111,12.25053776
2017/6/26,11.6,23.47361111,12.24312357
2017/6/27,12.05,23.47361111,12.24110984
2017/6/28,11.7,23.47361111,12.23657895
2017/6/29,12,23.47361111,12.22710526
2017/6/30,12.3,23.47361111,12.22710526
2017/7/3,12.55,23.47361111,12.22710526
2017/7/5,12.33,23.47361111,12.22710526
2017/7/6,13.05,23.47361111,12.22710526
2017/7/7,12.56,23.47361111,12.22710526
2017/7/10,12.2,23.47361111,12.22710526
2017/7/11,12.15,23.47361111,12.22710526
2017/7/12,11.55,23.47361111,12.225
2017/7/13,11.1,23.47361111,12.20065217
2017/7/14,10.56,23.47361111,12.19224638
2017/7/17,10.3,23.47361111,12.18702899
2017/7/18,10.15,23.47361111,12.1823913
2017/7/19,11.55,23.47361111,12.1823913
2017/7/20,11.48,23.47361111,12.17630435
2017/7/21,11.4,23.47361111,12.17326087
2017/7/24,11.32,23.47361111,12.15369565
2017/7/25,11.15,23.47361111,12.14451945
2017/7/26,11.3,23.47361111,12.13535088
2017/7/27,11.45,23.47361111,12.12318841
2017/7/28,11.35,23.47361111,12.11991991
2017/7/31,11.25,23.47361111,12.10481693
2017/8/1,11.25,23.47361111,12.09934783
2017/8/2,11.3,23.47361111,12.09030892
2017/8/3,11.35,23.47361111,12.08652047
2017/8/4,11.3,23.47361111,12.08652047
2017/8/7,11.1,23.47361111,12.06669591
2017/8/8,11.55,23.47361111,12.06669591
2017/8/9,11.71,23.47361111,12.06669591
2017/8/10,15.55,23.47361111,12.06669591
2017/8/11,15.4,23.47361111,12.06669591
2017/8/14,12.5,23.47361111,12.06669591
2017/8/15,12.32,23.47361111,12.06669591
2017/8/16,13.1,23.47361111,12.06669591
2017/8/17,14.92,23.47361111,12.06669591
2017/8/18,14.97,23.47361111,12.06669591
2017/8/21,14.1,23.47361111,12.06669591
2017/8/22,12.95,23.47361111,12.06669591
2017/8/23,13.6,23.47361111,12.06669591
2017/8/24,13.4,23.46640097,12.06669591
2017/8/25,13.09,23.45699275,12.06669591
2017/8/28,13.05,23.45699275,12.06669591
2017/8/29,13.2,23.45377847,12.06669591
2017/8/30,13.15,23.35880952,12.06669591
2017/8/31,12.6,23.07416667,12.06669591
2017/9/1,12.6,23.06722222,12.06669591
2017/9/5,13.19,23.03611111,12.06669591
2017/9/6,13.15,22.94388889,12.06669591
2017/9/7,12.85,22.835,12.06669591
2017/9/8,13.25,22.80166667,12.06669591
2017/9/11,12.08,22.76833333,12.06669591
2017/9/12,11.85,22.73222222,12.06669591
2017/9/13,11.5,22.69305556,12.06669591
2017/9/14,11.45,22.6526087,12.06669591
2017/9/15,11.1,22.6526087,12.06669591
2017/9/18,10.69,22.6526087,12.06669591
2017/9/19,10.82,22.6526087,12.06669591
2017/9/20,12.3,22.6526087,12.06669591
2017/9/21,12.35,22.6526087,12.06669591
2017/9/22,12.45,22.6526087,12.06669591
2017/9/25,12.4,22.6526087,12.06669591
2017/9/26,12.25,22.6526087,12.06669591
2017/9/27,12.19,22.6526087,12.06669591
2017/9/28,11.9,22.50543478,12.06669591
2017/9/29,11.7,22.47214286,12.06669591
2017/10/2,11.35,22.45690476,12.05497712
2017/10/3,11.4,22.45690476,12.04328375
2017/10/4,11.35,22.45690476,12.03511442
2017/10/5,10.8,22.45690476,12.03305492
2017/10/6,10.85,22.45690476,12.02447368
2017/10/9,11.1,22.45690476,12.02447368
2017/10/10,10.94,22.45690476,12.01751716
2017/10/11,10.8,22.45690476,12.01630435
2017/10/12,10.58,22.45690476,12.01273455
2017/10/13,10.3,22.45690476,11.98236842
2017/10/16,10.3,22.45690476,11.96657895
2017/10/17,10.38,22.45690476,11.94332952
2017/10/18,11.6,22.45690476,11.94332952
2017/10/19,11.5,22.45690476,11.92094203
2017/10/20,11.35,22.45690476,11.91491228
2017/10/23,11.8,22.45690476,11.88921053
2017/10/24,11.94,22.45690476,11.88921053
2017/10/25,12,22.45690476,11.88921053
2017/10/26,12.1,22.45690476,11.88921053
2017/10/27,11.45,22.45690476,11.85973684
2017/10/30,11.59,22.45690476,11.85394737
2017/10/31,11.27,22.45690476,11.8530117
2017/11/1,11.4,22.45690476,11.85160819
2017/11/2,11.15,22.45690476,11.81763158
2017/11/3,10.95,22.45690476,11.80710526
2017/11/6,10.75,22.45690476,11.80236842
2017/11/7,10.88,22.45690476,11.80236842
2017/11/8,10.87,22.45690476,11.80236842
2017/11/9,11.11,22.45690476,11.80236842
2017/11/10,11.57,22.45690476,11.80236842
2017/11/13,11.63,22.45690476,11.80236842
2017/11/14,12.02,22.45690476,11.80236842
2017/11/15,13.17,22.45690476,11.80236842
2017/11/16,12.7,22.45690476,11.80236842
2017/11/17,12.65,22.45690476,11.80236842
2017/11/20,12.05,22.45690476,11.80236842
2017/11/21,11.65,22.45690476,11.80113272
2017/11/22,11.5,22.45690476,11.78688406
2017/11/24,11.4,22.45690476,11.77245614
2017/11/27,11.3,22.45690476,11.76131579
2017/11/28,11.25,22.45690476,11.75710526
2017/11/29,11.46,22.45690476,11.75710526
2017/11/30,11.68,22.45690476,11.75710526
2017/12/1,11.85,22.45690476,11.75710526
2017/12/4,11.95,22.45690476,11.75710526
2017/12/5,11.9,22.45690476,11.75710526
2017/12/6,11.75,22.45690476,11.75710526
2017/12/7,11.19,22.45690476,11.75710526
2017/12/8,10.87,22.45690476,11.75710526
2017/12/11,10.35,22.45690476,11.74464912
2017/12/12,10.39,22.45690476,11.74096491
2017/12/13,10.5,22.45690476,11.73236842
2017/12/14,10.4,22.45690476,11.73026316
2017/12/15,9.91,22.45690476,11.72953089
2017/12/18,9.88,22.45690476,11.72934783
2017/12/19,10.05,22.45690476,11.72065217
2017/12/20,11.43,22.45690476,11.72065217
2017/12/21,11.2,22.45690476,11.71737986
2017/12/22,11.4,22.45690476,11.71646453
2017/12/26,11.33,22.45690476,11.70992754
2017/12/27,11.33,22.45690476,11.69640351
2017/12/28,11.24,22.45690476,11.68535088
2017/12/29,11.45,22.45690476,11.68535088
2018/1/2,10.9,22.45690476,11.67877193
2018/1/3,10.7,22.45690476,11.6633524
2018/1/4,10.6,22.45690476,11.65511442
2018/1/5,10.5,22.45690476,11.65394737
2018/1/8,10.49,22.45690476,11.64342105
2018/1/9,10.69,22.44928571,11.62605263
2018/1/10,10.6,22.40180451,11.61577803
2018/1/11,10.5,22.36184211,11.57019451
2018/1/12,10.6,22.36184211,11.55792906
2018/1/16,11.77,22.16868421,11.55792906
2018/1/17,12.1,21.90763158,11.55792906
2018/1/18,12.09,21.79605263,11.55792906
2018/1/19,11.93,21.57342105,11.55792906
2018/1/22,11.85,21.50166667,11.55792906
2018/1/23,12,21.37388889,11.55792906
2018/1/24,12.25,21.20652047,11.55792906
2018/1/25,12.41,21.06710526,11.55792906
2018/1/26,12.3,20.95798246,11.55792906
2018/1/29,13.55,20.83166667,11.55792906
2018/1/30,13.95,20.64868421,11.55792906
2018/1/31,13.45,20.2932151,11.55792906
2018/2/1,13.28,20.07891304,11.55792906
2018/2/2,15.63,19.98973684,11.55792906
2018/2/5,33.2,19.98973684,11.55792906
2018/2/6,23.9,19.98973684,11.55792906
2018/2/7,23.45,19.98973684,11.55792906
2018/2/8,28.05,19.98973684,11.55792906
2018/2/9,27.15,19.98973684,11.55792906
2018/2/12,25.82,19.98973684,11.55792906
2018/2/13,25.23,19.98973684,11.55792906
2018/2/14,17.85,19.83973684,11.55792906
2018/2/15,17.55,19.79289474,11.55792906
2018/2/16,17.76,19.74289474,11.55792906
2018/2/20,18.36,19.68815789,11.55792906
2018/2/21,18.56,19.54316934,11.55792906
2018/2/22,18.1,19.45978261,11.55792906
2018/2/23,16.8,19.41605263,11.55792906
2018/2/26,16.07,19.37710526,11.55792906
2018/2/27,17.55,19.32657895,11.55792906
2018/2/28,18.62,19.16447368,11.55792906
2018/3/1,19.85,19.16447368,11.55792906
2018/3/2,19.11,19.10767735,11.55792906
2018/3/5,18.3,19.0312357,11.55792906
2018/3/6,18.22,19.0312357,11.55792906
2018/3/7,17.95,18.94184211,11.55792906
2018/3/8,17.2,18.84694508,11.55792906
2018/3/9,15.75,18.765,11.55792906
2018/3/12,16.15,18.7476087,11.55792906
2018/3/13,16.9,18.69465675,11.55792906
2018/3/14,17.25,18.65101831,11.55792906
2018/3/15,16.7,18.5376087,11.55792906
2018/3/16,16.25,18.49413043,11.55792906
2018/3/19,18.3,18.42179634,11.55792906
2018/3/20,18.45,18.42179634,11.55792906
2018/3/21,17.37,18.42179634,11.55792906
2018/3/22,19.4,18.49413043,11.55792906
2018/3/23,20.45,18.5376087,11.55792906
2018/3/26,19.3,18.66804348,11.55792906
2018/3/27,20.5,18.7476087,11.55792906
2018/3/28,20.97,18.765,11.55792906
2018/3/29,19.77,18.9923913,11.55792906
2018/4/2,21.15,19.10767735,11.55792906
2018/4/3,20.65,19.22225146,11.55792906
2018/4/4,19.95,19.34944444,11.55792906
2018/4/5,19.1,19.34944444,11.55792906
2018/4/6,20.67,19.37921053,11.55792906
2018/4/9,20.85,19.41605263,11.55792906
2018/4/10,20.25,19.45804348,11.55792906
2018/4/11,20,19.46804348,11.55792906
2018/4/12,18.75,19.46804348,11.55792906
2018/4/13,17.92,19.46804348,11.55792906
2018/4/16,16.8,19.46804348,11.55792906
2018/4/17,15.4,19.46804348,11.55792906
2018/4/18,15.45,19.46804348,11.55792906
2018/4/19,16.6,19.46804348,11.55792906
2018/4/20,17.05,19.46804348,11.55792906
2018/4/23,16.9,19.46804348,11.55792906
2018/4/24,17.7,19.46804348,11.55792906
2018/4/25,17.6,19.46804348,11.55792906
2018/4/26,16.9,19.46804348,11.55792906
2018/4/27,16.35,19.46804348,11.55792906
2018/4/30,16.75,19.46804348,11.55792906
2018/5/1,16.2,19.46804348,11.55792906
2018/5/2,16.55,19.46804348,11.55792906
2018/5/3,16.55,19.46804348,11.55792906
2018/5/4,15.85,19.46804348,11.55792906
2018/5/7,15.7,19.46804348,11.55792906
2018/5/8,15.8,19.46804348,11.55792906
2018/5/9,14.82,19.46804348,11.55792906
2018/5/10,14.25,19.46804348,11.55792906
2018/5/11,13.73,19.46804348,11.55792906
2018/5/14,13.42,19.46804348,11.55792906
2018/5/15,14.86,19.46804348,11.55792906
