,Barra_Beta,Barra_BookToPrice,Barra_EarningsYield,Barra_Growth,Barra_Leverage,Barra_Liquidity,Barra_Momentum,Barra_NonLinearSize,Barra_ResidualVolatility,Barra_Size
600485,-2.15319084,-0.47588220000000003,-2.05576278,-0.11076678859154933,-0.3397338781,2.0834323775,0.07690585,-2.58974956,-1.8536281546,1.76712035
600489,-1.23910574,0.26093407,-0.29858818,-0.3924002604225352,0.7454161574,0.1327832745,0.09094359,-2.98221898,-1.143404692,1.52239036
600498,2.21712219,-0.24997526,0.15510816,-0.1441018404225352,-0.09526503339999998,0.35231651299999994,0.93348968,-3.12728742,0.7956455808,1.36950694
600518,-2.10044411,-0.44028100000000003,0.4172332,-0.2882533777464789,-0.3261274605,-1.089870322,1.47140523,1.22385781,-1.1870066592,2.69872466
600519,-0.42289722,-1.34687605,0.13281041,-0.06688569507042254,0.5467911131999998,-1.109414369,2.69041346,2.69200969,0.2390234622,2.90659034
600522,0.90583656,0.31151294,0.70230016,-0.0666382923943662,-0.4887811657,1.0910161625,1.58556391,-2.86279189,0.5072366354,1.61186829
600535,-1.434858,-0.75667635,0.31658359999999997,-0.3030622711267605,-0.24527614909999995,-1.172420538,0.2014859,-2.77855207,-1.5225321591999998,1.66528183
600547,-2.15319084,-0.48960504,-0.17192297,-0.415634231971831,0.4022969485,0.151955489,0.48385438,-1.66247877,-0.7358215184000001,2.10792897
600549,1.82449632,-0.37720296,0.25947288,-0.7547385881690141,-0.2577667725,1.155506166,0.90723211,-3.17323408,1.0998769832,1.29436556
600570,2.21712219,-1.33920248,-0.37339862,0.2414197938028169,-0.472390628,1.4325771024999998,0.51242565,-3.05096153,0.9260262798000001,1.45913377
600583,-0.77358198,1.47944936,-0.30625259,-0.22030172366197184,-0.6922556423999999,-0.6266731369999999,0.25419546,-3.07813758,-0.60628708,1.43031948
600585,-0.92498528,0.29748547,1.95970895,-0.05829608197183099,-0.5181598447,-0.0589225795,2.69041346,2.69200969,0.500622947,2.90659034
600588,1.48050893,-0.98380183,-0.28177931,-0.3977403850704225,-0.2266264041,-0.400563975,0.81020258,-2.98571395,1.0255769812,1.51943519
600606,0.33810174,1.57734557,2.67501713,1.7217894757746477,3.3101780066,0.2388380275,0.23842731,1.79850636,0.4539906918,2.78448202
600637,-0.66496073,1.05754047,0.84943044,0.7941995573239437,0.39443048849999984,-1.7328666419999998,-0.85753686,-2.48687961,-1.26216366,1.81536331
600649,-1.02548151,1.83093566,1.61447223,0.5229204230985915,-0.09359781989999998,-0.4715682015,-1.27818287,-3.21850593,-0.7092953864,1.0926942
600660,-0.31357839,-0.58993201,0.62506538,0.01832996732394366,-0.3907140527999999,-0.702573167,2.46424453,-1.10282975,-0.5785976304,2.25597589
600663,-1.81902794,-0.36303615,0.91630568,0.2712022898591549,0.8709045315999999,-2.1950114515,-0.46419832,-1.2404822,-0.4656499364,2.22195106
600674,-1.34868544,0.53256825,1.56254967,-0.5783796418309859,-0.5722757696,-1.212855638,1.19593896,-2.58092176,-1.696776205,1.77142831
600682,-1.96038897,-0.96638914,-0.16111343,0.19096534070422533,0.15239725450000002,0.06845378049999995,0.8870796000000001,-2.6655956,-1.8298961465999999,1.72860939
600685,-1.348231,-0.39931856,-0.70770704,0.4986019657746479,0.9670998901000001,1.6012341539999997,0.17433396,-2.82440292,-1.3004426482,1.6369922
600688,-1.82294033,-0.11930362,1.86252382,0.04407375028169014,-0.6406221915,-1.3286750484999998,0.86891998,-0.91882287,-1.1444901455999998,2.29946261
600690,-0.27975045,-0.26729955,1.34855147,-0.5283371071830986,0.6323132758000001,0.17231301000000002,2.69041346,2.69200969,0.5327058593999999,2.90659034
600703,1.13052478,-0.87523657,0.23077464,-0.3602304598591549,-0.6432367581,0.07502199549999998,2.49902779,0.63980776,1.2477263708,2.60430676
600704,0.18881028,1.70530667,2.16945074,0.047160923943661975,0.014104597100000116,-0.901961236,0.47566894,-3.09685824,-1.0172634178,1.4087157
600705,-1.34700666,0.68794086,1.35382817,-0.7442069695774648,1.7241936606000001,-0.9843215909999999,0.05261202,-2.20598472,-1.2539732006000002,1.93002579
600739,-0.78196148,1.68970661,0.89256511,-0.33248795000000003,-0.4456016455,-0.5235545495,0.52123326,-3.17631593,-1.7086924788000002,1.28817529
600741,-1.32652291,0.7446939,2.54983351,0.14861904070422535,-0.15561713639999994,-0.530341482,2.68224746,-0.0963377,0.2152902168,2.47196885
600795,-1.88960803,2.88242954,0.58721687,-0.2736315087323944,3.0955250347,-0.7666520305,0.32077749,-1.52136179,-1.4591749406,2.14788929
600804,-0.3108425,-0.46588496,0.20118739,0.4665416973239436,-0.06448211849999991,-0.3907350155,0.09488077,-3.21850593,-0.23790823760000002,1.14730633
600816,-1.83379129,-0.61921561,1.10526276,-0.08056453028169014,0.5429464265999999,-0.8835071074999999,1.26462082,-1.65678259,-0.5662560844,2.10958232
600820,-1.24627736,1.48766962,1.36561374,-0.6789283407042254,1.3068650438999998,-0.7774744535,-0.09798256,-3.19448078,-1.5191961318,1.24619092
600827,-0.47227917,2.07926974,0.33359427,-0.25103744450704224,-0.1861643981,-0.8181859484999999,0.12931405,-3.21850593,-0.5264201688,1.13315658
600837,-1.26344239,1.75326813,1.10477704,0.5639500049295775,0.5612104069,-1.482217814,-0.061381399999999996,2.69200969,-1.3616272634000002,2.90659034
600871,-1.25895424,-1.28669036,-3.70101847,0.12710149676056334,0.3165529173000001,-1.452971721,-1.05845925,-2.1782413,0.1020898402,1.94029795
600886,-2.05087605,2.88242954,2.67501713,-0.2226893152112676,3.0926518775,-0.947464615,0.72057105,-2.26361192,-1.6081468391999998,1.90815747
600887,-0.9211845,-1.23663562,0.09490482,-0.6738493859154929,-0.3758361634,0.13686276449999998,2.69041346,2.69200969,0.0095402708,2.90659034
600893,0.11040385,0.51828474,-0.27971644,0.24892949676056336,0.05655287490000002,-1.1752986029999999,-0.33153977,-1.84283893,-0.3718033040000001,2.05362318
600895,-0.94200384,-0.04797138,-0.14856768,-0.0463582976056338,-0.1756208334,-1.384748935,-0.42099632,-3.21850593,-1.3568941648,1.07235954
600900,-2.15319084,-0.1219953,1.15481593,0.05093929323943662,0.1371695025,-2.1950114515,1.14673883,2.69200969,-1.7243777563999998,2.90659034
600909,1.51633238,0.15670779,-0.09404738,1.8815887370422533,-0.10868850069999997,0.124924383,0.00256679,-3.14142388,0.33351665540000003,1.34898802
600919,-1.30100401,2.46691853,2.67501713,2.1110998418309856,1.2975979386,-1.0437139375,0.00256679,0.54645994,-1.4229798666000002,2.58842623
600926,-1.19244069,2.16217503,2.23874635,2.121528983521127,1.2975979386,-0.5255945759999999,0.00256679,-2.42266844,-0.8163126008,1.84353971
600958,-0.36061483,0.06048262,0.29472028,1.2003272056338028,0.07263241090000007,-1.0997313465,-0.08880554,1.08413747,-0.7732291158000001,2.67686072
600959,-1.26788658,1.3158678,0.29877672,0.013120928028169014,-0.635624778,-1.3135348239999998,-0.7167511999999999,-3.0778258,-1.5270177736,1.43066602
600977,0.08048321,-0.21174427,0.34352121,2.135901826056338,0.6152230451999999,-0.7786317715000001,0.00256679,-3.08808432,-0.6539317499999999,1.41904314
600999,-0.64076355,0.9049735999999999,0.58919854,0.4745726490140845,-0.09707917189999993,-1.2120395105,0.50591229,2.69200969,-0.4603658522,2.90659034
601006,-1.68276134,1.25435097,1.99811095,-0.1818507257746479,-0.5009393450999999,-0.9757262185,1.38705243,2.69200969,-1.160677421,2.90659034
601009,-2.09366623,1.60586256,2.65838106,0.1568235681690141,1.2975979386,-0.029185324500000026,0.69316636,0.09703771,-0.942920774,2.50841667
601012,2.00352281,-1.05521208,0.62228843,0.34231850183098594,-0.08213778979999997,0.560707593,2.69041346,-0.53486728,2.034177309,2.38393743
601018,-2.03227164,0.71438626,0.46504406,0.20384301760563386,-0.13497799480000006,-1.880562544,0.07082024,-1.00096297,-1.1721622457999998,2.28031639
601021,0.13863920000000002,-0.44424911,0.58767207,0.4878104464788733,0.51108572,-0.9607145895,0.55453885,-3.15692814,0.17704532039999998,1.32414662
601088,-1.93382111,1.29383279,2.35451074,-0.4653451039436621,-0.0948076487,-1.1119841969999995,2.28935612,2.69200969,-0.0224100614,2.90659034
601099,-0.58016146,0.35951452,-0.63521226,0.1758342728169014,-0.04967804620000005,-0.07099228449999997,-0.34630662,-3.20803557,-1.2036611718,1.20402458
601111,-1.30674489,0.39191448,0.58612819,-0.04466345577464788,-0.028947449299999924,-0.9104053145,2.19167525,2.69200969,0.8880598188,2.90659034
601117,-0.28567909999999996,1.82416691,0.52435289,-0.1956590074647888,0.4050211662000001,-0.3201707435,0.80766529,-2.84986907,-0.418559144,1.62048594
601118,0.08942566,-0.19433888,-1.1559371,0.599355263802817,-0.3924407692,-0.4904589935,0.00804901,-3.21850593,0.0493708074,1.11857305
601155,-0.68742998,-0.92636455,1.31584839,1.9150542643661967,1.5442438831,-0.04886638300000001,2.69041346,0.38313971,1.6897093345999998,2.56005661
601163,-0.14274269,0.43205412,0.14945046,-0.3330836045070422,-0.21941127300000002,-1.0429471405,0.00256679,-3.07881272,-1.3056319906,0.72080877
601166,-2.15319084,2.88242954,2.67501713,-0.019126471126760563,1.2975979386,-0.4028579279999999,0.83308681,2.69200969,-1.4028700052,2.90659034
601169,-1.97117031,2.47059374,2.67501713,-0.16157690464788732,1.2975979386,-1.5166192244999999,0.35581351,2.69200969,-1.7875466208000002,2.90659034
601186,-1.2827114,2.58725313,2.44799998,-0.03759071281690141,1.9335407078,-1.4580368434999995,0.39187027,2.69200969,-1.2557066142,2.90659034
601198,-0.52531437,0.31425938,0.20645860000000002,0.9054323653521126,0.016957126100000053,-0.9593121919999998,-0.95868827,-2.7117801,-0.10859276720000001,1.7036836
601211,-1.26632369,1.52317199,1.04070715,1.2798240249295776,-0.12119796649999998,-1.2090159005,0.34637399999999996,2.69200969,-1.2385605166,2.90659034
601212,0.00300242,-0.49769508,-0.53627292,2.25269050056338,0.5878178684,-0.48357616049999996,0.00256679,-2.43363456,0.0016515042,1.83882206
601216,-1.80796333,-0.0678258,0.8597045,-0.8802075763380282,-0.4442164832,1.0070161275,0.39540887,-2.73117748,-1.1749343643999999,1.69283538
601225,0.49646779,0.69776955,2.67501713,-0.1668897214084507,0.04259200990000001,-0.14431100849999998,1.99286241,1.02010179,0.4894898602,2.66669536
601228,,,,,,,,,,
601229,-1.13491452,2.60080793,2.67501713,0.5372788556338028,1.2975979386,-1.1233220169999998,0.00256679,2.58178372,-0.8937902087999999,2.89217044
601288,-2.15319084,2.48180518,2.67501713,-0.004901379436619719,1.2975979386,-2.0357957515000003,1.31926495,2.69200969,-1.3562548396,2.90659034
601318,-0.92768058,0.02319199,1.43466694,-0.18691880535211267,0.4946725906000001,-0.6374691029999999,2.69041346,2.69200969,-0.003089810199999987,2.90659034
601328,-2.15319084,2.88242954,2.67501713,0.02903457929577465,1.2975979386,-1.7052067755000002,0.88339518,2.69200969,-1.6045315650000005,2.90659034
601333,-0.16362667,1.68408342,0.07084521,-0.10244277985915493,-0.4820906983000001,-0.3870959000000001,1.45386778,-2.89939947,-0.5206064926,1.58647537
601336,-2.15319084,-0.27276571,0.08703617,0.07085350070422533,1.2975979386,-0.506793167,2.32475182,2.69200969,0.5817860792,2.90659034
601375,1.60652936,0.09281089999999999,-0.21077833,1.102498034225352,-0.07933566850000001,0.3653988725,0.00256679,-3.16689927,1.3820109646000005,1.30647767
601377,-0.74901659,1.26759149,0.77087405,0.013560624929577464,-0.028790542299999944,-0.33200178849999995,0.15538691,-2.10640454,-1.2834419741999998,1.96618107
601390,-1.79086031,1.91870106,1.44654165,-0.001499925352112675,1.0933482369,-1.9009670765,0.48533204,2.69200969,-1.6061863119999995,2.90659034
601398,-2.15319084,1.67871362,2.50257309,-0.0013452959154929573,1.2975979386,-2.1950114515,1.70756778,2.69200969,-0.944829101,2.90659034
601555,-0.45244049999999997,1.40235446,0.06134569,0.5532515390140845,1.1248688945999998,-0.5149159325,-0.51546911,-3.13004666,-1.0923402936000002,1.36563694
601600,-1.28050732,0.15612703,-0.19067412,-0.4877727798591549,1.0498635052,1.7747173344999996,2.48626356,2.32446755,-0.6119074996,2.85783802
601601,-2.15319084,-0.06444223,0.48836973,0.20324770070422526,0.12663301040000002,-1.3587056274999998,1.98330625,2.69200969,-0.003536643800000003,2.90659034
601607,-1.89348722,0.74677301,1.03682747,0.2273089459154929,-0.2148274543,-0.8660647125,0.98038583,-1.11033574,-0.8706948068000001,2.25415505
601608,-0.66190573,0.05505379,-0.674372,-1.891214437887324,0.25722248410000004,-0.7704489434999999,-0.75651182,-3.14975667,-1.160662969,0.83368213
601611,-0.32114283,-0.19342537,0.30415325,0.4079080056338028,1.3069180407999998,-0.5368337005,0.00256679,-3.15611954,0.025573068000000008,1.32551491
601618,-1.83067834,2.73540075,1.41783578,0.8791005284507042,1.0533876314,-1.767324202,0.54947399,0.51774378,-1.314631451,2.58349297
601628,-2.10721256,-0.08481025,0.37983683,0.0894117357746479,0.2133383872000001,-2.1950114515,1.28897299,2.69200969,-0.6294068472000001,2.90659034
601633,-1.88546574,0.08734996,0.59236596,-0.4803413109859155,-0.3868553861,-2.1950114515,0.90448095,1.73423636,-0.6956454619999999,2.77519995
601668,-1.39977879,2.76076761,2.67501713,0.19912342056338028,1.936030394,0.06239890449999998,1.02913877,2.69200969,-0.7831265761999999,2.90659034
601669,-1.77510575,2.52778946,1.4036906,-0.07071001309859154,3.1490830016,-1.880834495,0.48757769,1.77956395,-1.3543756034,2.78175391
601688,-0.07865282,0.96646483,1.25764624,0.5238219692957746,-0.010477409599999987,-0.11174954049999994,0.42965744,2.69200969,-0.1465414364,2.90659034
601718,-0.30712489,1.15945647,0.03606552,-0.19413273774647888,-0.4711871842,-1.26650122,-0.52731953,-3.15590061,-0.7714011618000001,1.32588385
601727,-0.77185863,1.22362947,0.66949419,-0.1494891550704225,-0.02012787360000001,-1.3030827145,-0.25123109,0.88013937,-0.7202376690000001,2.64414635
601766,-1.04022053,0.08597331,0.42705969,0.036954040985915496,-0.1409381537,-0.875017026,1.82856062,2.69200969,-0.3620465872,2.90659034
601788,-1.12009815,1.52526674,0.63867721,0.5481985978873238,0.181931487,-1.4092175774999998,-0.19958116,-1.17294906,-1.4725939134000001,2.23881368
601800,-1.301772,2.07406462,2.0444683,0.11900751211267604,2.6625234294999998,-2.1751747165,-0.00556099,2.69200969,-0.663556567,2.90659034
601818,-2.08382597,2.88242954,2.67501713,0.08811757309859157,1.2975979386,-1.2331401325,0.7356100999999999,2.69200969,-1.3383337236,2.90659034
601857,-2.04306533,1.89016524,-0.10815806,-0.4781219815492958,0.009265395900000016,-2.1950114515,0.82916908,2.69200969,-1.5535258940000003,2.90659034
601866,-0.34866963,-0.14669687,0.36476478,-0.3528969064788733,3.2982630929,-2.1773729809999995,-0.25855132,-2.69351449,-1.2621983674,1.7136881000000002
601872,-1.16379212,1.96729648,0.43866575,1.2756236815492956,1.8070027645,-1.0025717669999998,-0.11066902,-3.21850593,-1.4532929968000001,1.11625623
601877,1.52498585,-0.12997316,0.92508197,-0.2275350667605634,0.4509851386,-1.1605403834999999,1.89320809,-2.00230472,1.1329986399999998,2.0020238999999997
601878,,,,,,,,,,
601881,0.00300242,0.62289602,0.24702391,2.3092526391549293,1.0839820061999998,-0.916801565,0.00256679,2.18476483,0.0016515042,2.8387862
601888,-0.02035039,-1.12224932,0.10556141,0.05218604521126762,-0.6034947418000001,-0.6867487940000001,2.69041346,0.99540343,0.6031679708,2.66274959
601898,-0.48218759,2.88242954,0.87539874,-0.670721501971831,1.5685778629,-2.1059259955000003,0.51377692,-0.22354446,-1.0534139774,2.44724419
601899,-2.15319084,-0.36037855,0.04991121,-0.001863545915492953,0.04700180430000003,0.35947665700000003,1.99611909,2.16844186,0.21150324660000008,2.8365405
601901,-0.4039533,1.09965426,-0.02403524,0.5408778416901407,1.1113974822,-1.3626795705,-0.32861362,-1.72746554,-0.8084213788,2.08880922
601919,0.50441415,0.77876194,1.20462616,-0.09348308591549297,1.3415424641,-0.6577706794999999,1.1148234,-0.7167288,0.1153933714,2.34489523
601933,0.28424482,-0.95808213,-0.32070856,-1.213554892535211,-0.5500019207,0.05267536100000003,2.69041346,1.62561565,0.9154944524,2.75934334
601939,-2.15319084,1.37657492,2.33887512,0.03422833929577465,1.2975979386,-2.1950114515,2.00566552,2.69200969,-0.5355525548,2.90659034
601958,0.87769524,0.6355211,-0.63219199,-0.2971523876056338,-0.5379057684,-0.5561692724999999,0.18028348,-3.21850593,0.1181411988,1.14224944
601966,0.00598505,-0.00253288,0.73472603,2.103398947323944,0.07811488370000003,-1.131801616,0.00256679,-3.21656092,-0.8089365190000001,1.02259781
601985,-2.15319084,1.03877403,1.28467758,0.2550011198591549,3.1326528635,-1.7563816735,0.51926953,2.17793281,-1.8536281546,2.83784677
601988,-2.15319084,2.88242954,2.67501713,-0.002422057464788732,1.2975979386,-2.1950114515,1.04719145,2.69200969,-1.2933258886,2.90659034
601989,-0.89873916,1.31533842,-0.85156977,-0.85229713,0.2758547223,0.13434169699999998,0.03571618,2.20242105,-1.2884252318,2.84121064
601991,-0.68845856,2.88242954,0.58109329,-0.4336400335211268,3.125381345,-2.1375888275,0.27640892,-1.93063552,-1.0040992862,2.02567408
601992,-0.18567441,2.88242954,0.71979533,-0.5048805614084507,1.3839603514000005,0.014077127500000003,0.64220665,-1.62141364,0.5400325574,2.11976993
601997,-1.87280097,0.91917918,2.67501713,0.9827957469014084,1.2975979386,0.05571945799999997,0.00256679,-2.72581915,-0.724611088,1.69585589
601998,-1.7594842000000002,2.88242954,2.67501713,0.15260468338028169,1.2975979386,-2.1245030005000003,0.6382791999999999,2.69200969,-1.2534607482000002,2.90659034
603160,0.8351424999999999,-1.36972378,-0.08697921,2.2577367135211266,0.4121719049999999,-0.9460374765,0.00256679,-2.78556966,0.9223677492,1.66106197
603799,1.44511555,-1.35416645,0.18207141,-0.6618668961971831,-0.15612920490000004,1.6229515465,2.69041346,-1.64726041,2.5380978709999997,2.1123383
603833,,,,,,,,,,
603858,-0.04942031,-0.10744797,0.69784897,2.197977389859155,-0.4741676015999999,-1.2361847069999998,0.00256679,-2.98735685,-0.5185168971999999,1.51803774
603993,0.84067536,-0.55218225,-0.11698838,-0.8541136725352112,0.5636382207999999,-0.021699081000000002,2.04943137,2.69200969,1.7539523071999998,2.90659034
