,H15T1M Index,H15T3M Index,H15T6M Index,H15T1Y Index,H15T2Y Index,H15T3Y Index,H15T5Y Index,H15T7Y Index,H15T10Y Index,H15T20Y Index,H15T30Y Index
2016/10/18,0.26,0.34,0.47,0.66,0.82,0.96,1.24,1.54,1.75,2.18,2.51
2016/10/19,0.25,0.35,0.48,0.65,0.81,0.96,1.24,1.54,1.76,2.18,2.51
2016/10/20,0.25,0.35,0.48,0.66,0.84,0.98,1.26,1.55,1.76,2.17,2.5
2016/10/21,0.25,0.34,0.47,0.66,0.84,0.98,1.25,1.53,1.74,2.15,2.48
2016/10/24,0.23,0.33,0.46,0.66,0.84,1,1.27,1.56,1.77,2.18,2.52
2016/10/25,0.22,0.34,0.49,0.66,0.86,1,1.29,1.56,1.77,2.17,2.5
2016/10/26,0.25,0.33,0.49,0.67,0.86,1.01,1.3,1.59,1.79,2.2,2.53
2016/10/27,0.19,0.3,0.49,0.68,0.87,1.04,1.33,1.64,1.85,2.26,2.6
2016/10/28,0.18,0.3,0.49,0.66,0.86,1.02,1.33,1.63,1.86,2.27,2.62
2016/10/31,0.2,0.34,0.51,0.66,0.86,1,1.31,1.62,1.84,2.25,2.58
2016/11/1,0.24,0.35,0.5,0.65,0.83,0.99,1.3,1.61,1.83,2.24,2.58
2016/11/2,0.24,0.37,0.51,0.64,0.81,0.98,1.26,1.57,1.81,2.22,2.56
2016/11/3,0.24,0.38,0.52,0.64,0.81,0.98,1.26,1.58,1.82,2.25,2.6
2016/11/4,0.25,0.38,0.52,0.62,0.8,0.95,1.24,1.55,1.79,2.22,2.56
2016/11/7,0.28,0.41,0.54,0.63,0.82,0.99,1.29,1.6,1.83,2.26,2.6
2016/11/8,0.28,0.43,0.56,0.71,0.87,1.04,1.34,1.65,1.88,2.29,2.63
2016/11/9,0.3,0.45,0.56,0.72,0.9,1.12,1.49,1.84,2.07,2.52,2.88
2016/11/10,0.3,0.48,0.59,0.72,0.92,1.17,1.56,1.92,2.15,2.58,2.94
2016/11/11,0.3,0.48,0.59,0.72,0.92,1.17,1.56,1.92,2.15,2.58,2.94
2016/11/14,0.32,0.55,0.65,0.77,1,1.27,1.66,2.01,2.23,2.65,2.99
2016/11/15,0.3,0.51,0.61,0.78,1.02,1.28,1.68,2.03,2.23,2.64,2.97
2016/11/16,0.32,0.47,0.62,0.76,1,1.28,1.68,2.03,2.22,2.61,2.92
2016/11/17,0.3,0.44,0.61,0.77,1.04,1.31,1.73,2.08,2.29,2.69,3.01
2016/11/18,0.28,0.44,0.6,0.77,1.07,1.36,1.8,2.14,2.34,2.7,3.01
2016/11/21,0.28,0.46,0.6,0.78,1.08,1.36,1.79,2.13,2.33,2.69,3
2016/11/22,0.34,0.49,0.61,0.78,1.07,1.35,1.77,2.12,2.31,2.69,3
2016/11/23,0.35,0.51,0.63,0.8,1.12,1.4,1.83,2.17,2.36,2.71,3.02
2016/11/24,0.35,0.51,0.63,0.8,1.12,1.4,1.83,2.17,2.36,2.71,3.02
2016/11/25,0.34,0.49,0.62,0.81,1.12,1.41,1.83,2.18,2.36,2.71,3.01
2016/11/28,0.32,0.48,0.6,0.79,1.11,1.38,1.8,2.13,2.32,2.68,2.99
2016/11/29,0.34,0.48,0.6,0.78,1.09,1.37,1.78,2.12,2.3,2.66,2.95
2016/11/30,0.38,0.48,0.62,0.8,1.11,1.4,1.83,2.18,2.37,2.73,3.02
2016/12/1,0.32,0.48,0.6,0.82,1.14,1.45,1.9,2.25,2.45,2.82,3.1
2016/12/2,0.34,0.49,0.61,0.8,1.11,1.4,1.84,2.2,2.4,2.78,3.08
2016/12/5,0.34,0.49,0.63,0.82,1.13,1.42,1.84,2.19,2.39,2.76,3.05
2016/12/6,0.35,0.49,0.63,0.83,1.12,1.41,1.84,2.18,2.39,2.77,3.08
2016/12/7,0.38,0.52,0.63,0.85,1.1,1.39,1.8,2.14,2.34,2.73,3.02
2016/12/8,0.39,0.51,0.62,0.84,1.12,1.4,1.83,2.2,2.4,2.81,3.1
2016/12/9,0.41,0.54,0.64,0.85,1.15,1.43,1.89,2.26,2.47,2.87,3.16
2016/12/12,0.42,0.51,0.64,0.85,1.15,1.44,1.9,2.26,2.49,2.86,3.16
2016/12/13,0.47,0.54,0.66,0.88,1.17,1.46,1.92,2.26,2.48,2.85,3.14
2016/12/14,0.49,0.55,0.66,0.92,1.27,1.57,2.02,2.34,2.54,2.86,3.14
2016/12/15,0.48,0.51,0.65,0.91,1.29,1.61,2.1,2.42,2.6,2.89,3.16
2016/12/16,0.46,0.51,0.65,0.91,1.28,1.59,2.07,2.41,2.6,2.91,3.19
2016/12/19,0.45,0.52,0.65,0.9,1.24,1.55,2.03,2.35,2.54,2.85,3.12
2016/12/20,0.48,0.52,0.66,0.9,1.25,1.56,2.06,2.38,2.57,2.88,3.15
2016/12/21,0.46,0.52,0.65,0.88,1.21,1.54,2.04,2.35,2.55,2.86,3.12
2016/12/22,0.42,0.51,0.65,0.87,1.22,1.54,2.04,2.36,2.55,2.86,3.12
2016/12/23,0.42,0.52,0.65,0.87,1.22,1.54,2.04,2.35,2.55,2.86,3.12
2016/12/26,0.42,0.52,0.65,0.87,1.22,1.54,2.04,2.35,2.55,2.86,3.12
2016/12/27,0.5,0.51,0.66,0.89,1.28,1.58,2.07,2.37,2.57,2.88,3.14
2016/12/28,0.48,0.53,0.62,0.9,1.26,1.55,2.02,2.32,2.51,2.83,3.09
2016/12/29,0.39,0.47,0.62,0.85,1.22,1.49,1.96,2.3,2.49,2.82,3.08
2016/12/30,0.44,0.51,0.62,0.85,1.2,1.47,1.93,2.25,2.45,2.79,3.06
2017/1/2,0.44,0.51,0.62,0.85,1.2,1.47,1.93,2.25,2.45,2.79,3.06
2017/1/3,0.52,0.53,0.65,0.89,1.22,1.5,1.94,2.26,2.45,2.78,3.04
2017/1/4,0.49,0.53,0.63,0.87,1.24,1.5,1.94,2.26,2.46,2.78,3.05
2017/1/5,0.51,0.52,0.62,0.83,1.17,1.43,1.86,2.18,2.37,2.69,2.96
2017/1/6,0.5,0.53,0.61,0.85,1.22,1.5,1.92,2.23,2.42,2.73,3
2017/1/9,0.5,0.5,0.6,0.82,1.21,1.47,1.89,2.18,2.38,2.69,2.97
2017/1/10,0.51,0.52,0.6,0.82,1.19,1.47,1.89,2.18,2.38,2.69,2.97
2017/1/11,0.51,0.52,0.6,0.82,1.2,1.47,1.89,2.18,2.38,2.68,2.96
2017/1/12,0.52,0.52,0.59,0.81,1.18,1.45,1.87,2.17,2.36,2.68,3.01
2017/1/13,0.52,0.53,0.61,0.82,1.21,1.48,1.9,2.2,2.4,2.71,2.99
2017/1/16,0.52,0.53,0.61,0.82,1.21,1.48,1.9,2.2,2.4,2.71,2.99
2017/1/17,0.52,0.55,0.62,0.8,1.17,1.42,1.84,2.14,2.33,2.66,2.93
2017/1/18,0.48,0.53,0.63,0.82,1.23,1.51,1.93,2.24,2.42,2.74,3
2017/1/19,0.47,0.52,0.62,0.83,1.25,1.53,1.97,2.28,2.47,2.77,3.04
2017/1/20,0.46,0.5,0.62,0.82,1.2,1.5,1.95,2.28,2.48,2.79,3.05
2017/1/23,0.46,0.51,0.59,0.79,1.16,1.43,1.88,2.19,2.41,2.72,2.99
2017/1/24,0.5,0.51,0.62,0.81,1.21,1.49,1.94,2.27,2.47,2.78,3.05
2017/1/25,0.48,0.5,0.61,0.82,1.23,1.52,1.99,2.33,2.53,2.84,3.1
2017/1/26,0.49,0.51,0.62,0.82,1.21,1.49,1.95,2.3,2.51,2.82,3.08
2017/1/27,0.49,0.52,0.63,0.82,1.22,1.48,1.94,2.28,2.49,2.8,3.06
2017/1/30,0.49,0.51,0.63,0.81,1.22,1.48,1.94,2.28,2.49,2.82,3.08
2017/1/31,0.5,0.52,0.64,0.84,1.19,1.46,1.9,2.24,2.45,2.78,3.05
2017/2/1,0.5,0.51,0.65,0.83,1.22,1.49,1.93,2.27,2.48,2.8,3.08
2017/2/2,0.5,0.52,0.64,0.84,1.21,1.48,1.92,2.27,2.48,2.8,3.09
2017/2/3,0.49,0.51,0.63,0.82,1.21,1.49,1.93,2.27,2.49,2.82,3.11
2017/2/6,0.48,0.53,0.62,0.79,1.16,1.43,1.86,2.19,2.42,2.76,3.05
2017/2/7,0.51,0.53,0.63,0.8,1.16,1.43,1.85,2.17,2.4,2.74,3.02
2017/2/8,0.52,0.54,0.63,0.79,1.15,1.4,1.81,2.14,2.34,2.68,2.96
2017/2/9,0.51,0.54,0.64,0.8,1.2,1.46,1.88,2.2,2.4,2.74,3.02
2017/2/10,0.51,0.55,0.64,0.81,1.2,1.47,1.89,2.22,2.41,2.75,3.01
2017/2/13,0.5,0.52,0.63,0.82,1.2,1.48,1.92,2.24,2.43,2.77,3.03
2017/2/14,0.51,0.54,0.66,0.84,1.25,1.53,1.98,2.29,2.47,2.81,3.07
2017/2/15,0.53,0.54,0.67,0.86,1.27,1.57,2.01,2.33,2.51,2.84,3.09
2017/2/16,0.51,0.53,0.66,0.82,1.22,1.5,1.95,2.26,2.45,2.8,3.05
2017/2/17,0.5,0.53,0.66,0.82,1.21,1.48,1.92,2.23,2.42,2.78,3.03
2017/2/20,0.5,0.53,0.66,0.82,1.21,1.48,1.92,2.23,2.42,2.78,3.03
2017/2/21,0.49,0.53,0.69,0.83,1.22,1.5,1.93,2.24,2.43,2.78,3.04
2017/2/22,0.47,0.52,0.68,0.82,1.22,1.49,1.92,2.23,2.42,2.78,3.04
2017/2/23,0.39,0.51,0.66,0.81,1.18,1.44,1.87,2.2,2.38,2.75,3.02
2017/2/24,0.4,0.52,0.65,0.8,1.12,1.38,1.8,2.12,2.31,2.69,2.95
2017/2/27,0.44,0.5,0.68,0.81,1.2,1.46,1.87,2.18,2.36,2.72,2.98
2017/2/28,0.4,0.53,0.69,0.88,1.22,1.49,1.89,2.19,2.36,2.7,2.97
2017/3/1,0.46,0.63,0.79,0.92,1.29,1.57,1.99,2.29,2.46,2.81,3.06
2017/3/2,0.52,0.67,0.84,0.98,1.32,1.6,2.03,2.32,2.49,2.84,3.09
2017/3/3,0.56,0.71,0.84,0.98,1.32,1.59,2.02,2.32,2.49,2.83,3.08
2017/3/6,0.56,0.74,0.83,0.97,1.31,1.6,2.02,2.32,2.49,2.84,3.1
2017/3/7,0.55,0.76,0.87,1.02,1.32,1.62,2.05,2.34,2.52,2.85,3.11
2017/3/8,0.54,0.73,0.86,1.03,1.36,1.65,2.08,2.38,2.57,2.89,3.15
2017/3/9,0.5,0.73,0.88,1.04,1.37,1.67,2.13,2.43,2.6,2.94,3.19
2017/3/10,0.6,0.75,0.89,1.03,1.36,1.66,2.11,2.4,2.58,2.94,3.16
2017/3/13,0.69,0.79,0.93,1.06,1.4,1.69,2.14,2.43,2.62,2.97,3.2
2017/3/14,0.77,0.78,0.93,1.06,1.4,1.68,2.13,2.42,2.6,2.94,3.17
2017/3/15,0.71,0.73,0.89,1.02,1.33,1.59,2.02,2.31,2.51,2.87,3.11
2017/3/16,0.68,0.73,0.89,1.01,1.35,1.63,2.05,2.34,2.53,2.89,3.14
2017/3/17,0.71,0.73,0.87,1,1.33,1.6,2.03,2.31,2.5,2.86,3.11
2017/3/20,0.7,0.76,0.89,1.01,1.3,1.57,2,2.28,2.47,2.83,3.08
2017/3/21,0.76,0.77,0.91,1,1.27,1.54,1.96,2.24,2.43,2.79,3.04
2017/3/22,0.74,0.77,0.9,0.99,1.27,1.52,1.95,2.22,2.4,2.76,3.02
2017/3/23,0.73,0.76,0.9,0.99,1.26,1.52,1.95,2.23,2.41,2.76,3.02
2017/3/24,0.73,0.78,0.89,1,1.26,1.52,1.93,2.22,2.4,2.74,3
2017/3/27,0.73,0.78,0.91,1,1.27,1.51,1.93,2.2,2.38,2.73,2.98
2017/3/28,0.75,0.78,0.92,1.03,1.3,1.56,1.97,2.25,2.42,2.77,3.02
2017/3/29,0.76,0.78,0.92,1.04,1.26,1.53,1.93,2.21,2.39,2.74,2.99
2017/3/30,0.75,0.78,0.91,1.03,1.28,1.55,1.96,2.25,2.42,2.78,3.03
2017/3/31,0.74,0.76,0.91,1.03,1.27,1.5,1.93,2.22,2.4,2.76,3.02
2017/4/3,0.73,0.79,0.92,1.02,1.24,1.47,1.88,2.16,2.35,2.71,2.98
2017/4/4,0.77,0.79,0.92,1.03,1.25,1.47,1.88,2.16,2.36,2.72,2.99
2017/4/5,0.77,0.8,0.93,1.03,1.24,1.44,1.85,2.14,2.34,2.71,2.98
2017/4/6,0.78,0.79,0.94,1.05,1.24,1.45,1.87,2.15,2.34,2.72,2.99
2017/4/7,0.77,0.82,0.95,1.08,1.29,1.52,1.92,2.2,2.38,2.74,3
2017/4/10,0.77,0.82,0.97,1.07,1.29,1.52,1.91,2.18,2.37,2.72,2.99
2017/4/11,0.74,0.82,0.94,1.05,1.24,1.45,1.84,2.11,2.32,2.67,2.93
2017/4/12,0.77,0.81,0.95,1.04,1.24,1.44,1.81,2.09,2.28,2.65,2.92
2017/4/13,0.76,0.81,0.94,1.03,1.21,1.4,1.77,2.05,2.24,2.62,2.89
2017/4/14,0.76,0.81,0.94,1.03,1.21,1.4,1.77,2.05,2.24,2.62,2.89
2017/4/17,0.76,0.83,0.94,1.04,1.21,1.42,1.79,2.07,2.26,2.65,2.92
2017/4/18,0.76,0.82,0.94,1.02,1.18,1.35,1.71,1.98,2.18,2.56,2.84
2017/4/19,0.75,0.81,0.94,1.02,1.19,1.38,1.74,2.02,2.21,2.59,2.87
2017/4/20,0.73,0.79,0.93,1.01,1.21,1.41,1.78,2.06,2.24,2.61,2.89
2017/4/21,0.72,0.79,0.92,0.99,1.2,1.4,1.77,2.05,2.24,2.61,2.89
2017/4/24,0.74,0.81,0.96,1.03,1.25,1.44,1.81,2.09,2.28,2.65,2.93
2017/4/25,0.73,0.82,0.98,1.09,1.29,1.49,1.87,2.15,2.35,2.71,2.99
2017/4/26,0.74,0.83,0.99,1.07,1.28,1.46,1.84,2.12,2.32,2.69,2.97
2017/4/27,0.7,0.81,0.98,1.06,1.25,1.44,1.81,2.1,2.3,2.68,2.96
2017/4/28,0.68,0.8,0.99,1.07,1.28,1.45,1.81,2.1,2.29,2.67,2.96
2017/5/1,0.67,0.83,0.98,1.09,1.28,1.48,1.84,2.13,2.33,2.71,3
2017/5/2,0.72,0.82,0.99,1.08,1.27,1.45,1.81,2.09,2.29,2.68,2.97
2017/5/3,0.73,0.85,1,1.1,1.3,1.5,1.86,2.14,2.33,2.7,2.97
2017/5/4,0.71,0.86,1,1.11,1.32,1.51,1.88,2.17,2.36,2.73,3
2017/5/5,0.71,0.9,1.01,1.1,1.32,1.52,1.89,2.17,2.36,2.73,2.99
2017/5/8,0.73,0.91,1.02,1.12,1.33,1.53,1.91,2.19,2.39,2.76,3.02
2017/5/9,0.74,0.91,1.04,1.14,1.37,1.57,1.94,2.22,2.42,2.79,3.04
2017/5/10,0.71,0.9,1.04,1.13,1.35,1.56,1.94,2.22,2.41,2.79,3.03
2017/5/11,0.68,0.89,1.04,1.13,1.35,1.55,1.93,2.2,2.39,2.78,3.03
2017/5/12,0.69,0.88,1.03,1.11,1.29,1.49,1.85,2.13,2.33,2.74,2.98
2017/5/15,0.73,0.9,1.02,1.11,1.31,1.49,1.86,2.14,2.34,2.76,3
2017/5/16,0.72,0.9,1.04,1.11,1.29,1.48,1.86,2.13,2.33,2.74,2.99
2017/5/17,0.72,0.9,1,1.08,1.26,1.42,1.76,2.03,2.22,2.65,2.91
2017/5/18,0.73,0.93,1.02,1.09,1.27,1.44,1.78,2.04,2.23,2.64,2.9
2017/5/19,0.71,0.92,1.03,1.1,1.28,1.45,1.79,2.05,2.23,2.63,2.9
2017/5/22,0.7,0.93,1.05,1.12,1.29,1.45,1.8,2.06,2.25,2.64,2.91
2017/5/23,0.76,0.92,1.08,1.14,1.31,1.49,1.84,2.1,2.29,2.68,2.95
2017/5/24,0.76,0.93,1.07,1.18,1.29,1.46,1.79,2.07,2.26,2.65,2.92
2017/5/25,0.72,0.94,1.08,1.16,1.3,1.46,1.78,2.06,2.25,2.65,2.92
2017/5/26,0.75,0.94,1.08,1.17,1.3,1.46,1.79,2.06,2.25,2.65,2.92
2017/5/29,0.75,0.94,1.08,1.17,1.3,1.46,1.79,2.06,2.25,2.65,2.92
2017/5/30,0.77,0.93,1.07,1.16,1.28,1.44,1.76,2.02,2.21,2.61,2.88
2017/5/31,0.86,0.98,1.08,1.17,1.28,1.44,1.75,2.02,2.21,2.6,2.87
2017/6/1,0.82,0.98,1.07,1.16,1.28,1.45,1.76,2.02,2.21,2.6,2.87
2017/6/2,0.82,0.98,1.06,1.16,1.28,1.42,1.71,1.96,2.15,2.53,2.8
2017/6/5,0.83,0.96,1.06,1.16,1.32,1.45,1.74,1.99,2.18,2.56,2.84
2017/6/6,0.83,0.97,1.08,1.16,1.3,1.42,1.71,1.95,2.14,2.53,2.81
2017/6/7,0.84,1,1.09,1.17,1.32,1.45,1.74,1.99,2.18,2.56,2.84
2017/6/8,0.8,1.01,1.11,1.19,1.33,1.47,1.75,2,2.19,2.57,2.85
2017/6/9,0.8,1.01,1.13,1.2,1.35,1.5,1.77,2.02,2.21,2.59,2.86
2017/6/12,0.82,0.98,1.09,1.19,1.35,1.5,1.78,2.02,2.21,2.59,2.86
2017/6/13,0.89,1,1.12,1.22,1.38,1.51,1.79,2.02,2.21,2.6,2.87
2017/6/14,0.9,1.01,1.12,1.2,1.35,1.48,1.74,1.96,2.15,2.53,2.79
2017/6/15,0.86,1.02,1.13,1.21,1.35,1.49,1.76,1.98,2.16,2.52,2.78
2017/6/16,0.85,1.03,1.13,1.21,1.32,1.48,1.75,1.97,2.16,2.52,2.78
2017/6/19,0.85,1.02,1.13,1.22,1.36,1.52,1.8,2.02,2.19,2.53,2.79
2017/6/20,0.88,1.01,1.14,1.22,1.36,1.5,1.77,1.99,2.16,2.49,2.74
2017/6/21,0.85,0.99,1.12,1.22,1.36,1.5,1.78,2,2.16,2.48,2.73
2017/6/22,0.8,0.96,1.1,1.22,1.34,1.48,1.76,1.98,2.15,2.47,2.72
2017/6/23,0.76,0.97,1.1,1.21,1.34,1.48,1.77,1.98,2.15,2.48,2.71
2017/6/26,0.81,0.99,1.1,1.2,1.36,1.48,1.77,1.97,2.14,2.46,2.7
2017/6/27,0.89,1,1.13,1.22,1.38,1.53,1.83,2.04,2.21,2.52,2.75
2017/6/28,0.89,1.02,1.12,1.21,1.34,1.51,1.81,2.05,2.22,2.55,2.77
2017/6/29,0.88,1.04,1.14,1.23,1.38,1.53,1.85,2.1,2.27,2.59,2.82
2017/6/30,0.84,1.03,1.14,1.24,1.38,1.55,1.89,2.14,2.31,2.61,2.84
2017/7/3,0.96,1.06,1.13,1.24,1.41,1.6,1.93,2.19,2.35,2.65,2.86
2017/7/4,0.96,1.06,1.13,1.24,1.41,1.6,1.93,2.19,2.35,2.65,2.86
2017/7/5,0.97,1.05,1.15,1.24,1.41,1.59,1.92,2.17,2.33,2.63,2.85
2017/7/6,0.95,1.04,1.14,1.23,1.4,1.6,1.94,2.21,2.37,2.68,2.9
2017/7/7,0.94,1.05,1.14,1.22,1.4,1.6,1.95,2.22,2.39,2.71,2.93
2017/7/10,0.95,1.04,1.13,1.23,1.4,1.59,1.93,2.2,2.38,2.7,2.93
2017/7/11,0.97,1.05,1.14,1.2,1.37,1.57,1.92,2.18,2.37,2.69,2.92
2017/7/12,0.94,1.05,1.13,1.21,1.35,1.53,1.88,2.14,2.33,2.65,2.89
2017/7/13,0.95,1.05,1.14,1.23,1.37,1.55,1.89,2.16,2.35,2.69,2.92
2017/7/14,0.93,1.04,1.12,1.22,1.35,1.54,1.87,2.13,2.33,2.67,2.91
2017/7/17,0.95,1.07,1.1,1.22,1.36,1.53,1.86,2.12,2.31,2.65,2.89
2017/7/18,0.95,1.07,1.11,1.19,1.36,1.52,1.82,2.08,2.27,2.61,2.85
2017/7/19,0.99,1.11,1.12,1.23,1.37,1.52,1.83,2.09,2.27,2.61,2.85
2017/7/20,1,1.15,1.12,1.22,1.37,1.51,1.82,2.08,2.27,2.6,2.83
2017/7/21,1,1.16,1.1,1.22,1.36,1.5,1.81,2.05,2.24,2.57,2.81
2017/7/24,1,1.17,1.12,1.23,1.37,1.53,1.83,2.07,2.26,2.59,2.83
2017/7/25,0.96,1.18,1.15,1.24,1.4,1.56,1.9,2.15,2.33,2.67,2.91
2017/7/26,1.02,1.13,1.14,1.23,1.36,1.5,1.83,2.09,2.29,2.65,2.89
2017/7/27,1.01,1.11,1.13,1.22,1.36,1.52,1.84,2.12,2.32,2.68,2.93
2017/7/28,1,1.08,1.13,1.22,1.34,1.51,1.83,2.1,2.3,2.65,2.89
2017/7/31,1,1.07,1.13,1.23,1.34,1.51,1.84,2.11,2.3,2.66,2.89
2017/8/1,1,1.08,1.15,1.22,1.34,1.5,1.8,2.07,2.26,2.61,2.86
2017/8/2,1.02,1.08,1.15,1.24,1.36,1.52,1.82,2.08,2.27,2.6,2.85
2017/8/3,1,1.08,1.13,1.22,1.34,1.49,1.79,2.05,2.24,2.56,2.81
2017/8/4,1,1.08,1.14,1.23,1.36,1.51,1.82,2.08,2.27,2.61,2.84
2017/8/7,0.99,1.02,1.14,1.22,1.36,1.52,1.81,2.07,2.26,2.6,2.84
2017/8/8,1,1.06,1.16,1.24,1.36,1.53,1.84,2.1,2.29,2.63,2.86
2017/8/9,1.01,1.06,1.15,1.21,1.33,1.5,1.81,2.06,2.24,2.59,2.82
2017/8/10,1.02,1.05,1.14,1.22,1.33,1.49,1.78,2.03,2.2,2.55,2.79
2017/8/11,0.99,1.03,1.14,1.21,1.3,1.43,1.74,2,2.19,2.55,2.79
2017/8/14,0.95,1.02,1.13,1.23,1.33,1.48,1.77,2.04,2.22,2.57,2.81
2017/8/15,0.97,1.04,1.16,1.23,1.35,1.51,1.83,2.09,2.27,2.6,2.84
2017/8/16,0.97,1.02,1.13,1.24,1.33,1.49,1.79,2.04,2.23,2.58,2.81
2017/8/17,0.95,1,1.11,1.24,1.32,1.46,1.76,2.01,2.19,2.54,2.78
2017/8/18,0.97,1.02,1.13,1.24,1.33,1.47,1.77,2.01,2.19,2.54,2.78
2017/8/21,0.95,1,1.11,1.23,1.32,1.46,1.76,2,2.18,2.52,2.77
2017/8/22,0.93,1,1.13,1.24,1.33,1.48,1.8,2.04,2.22,2.55,2.79
2017/8/23,0.98,1,1.11,1.22,1.32,1.45,1.76,1.99,2.17,2.51,2.75
2017/8/24,0.98,1.02,1.11,1.23,1.33,1.47,1.78,2.01,2.19,2.53,2.77
2017/8/25,0.99,1.03,1.11,1.23,1.35,1.47,1.77,2,2.17,2.51,2.75
2017/8/28,0.99,0.98,1.12,1.24,1.33,1.46,1.74,1.99,2.16,2.51,2.76
2017/8/29,0.96,1.03,1.13,1.23,1.33,1.43,1.7,1.96,2.13,2.48,2.74
2017/8/30,0.96,1.03,1.11,1.23,1.33,1.44,1.72,1.97,2.15,2.49,2.75
2017/8/31,0.95,1.01,1.08,1.23,1.33,1.44,1.7,1.95,2.12,2.47,2.73
2017/9/1,0.96,1.02,1.1,1.24,1.35,1.46,1.73,1.99,2.16,2.51,2.77
2017/9/4,0.96,1.02,1.1,1.24,1.35,1.46,1.73,1.99,2.16,2.51,2.77
2017/9/5,1.3,1.03,1.13,1.23,1.3,1.4,1.65,1.9,2.07,2.43,2.69
2017/9/6,1.04,1.07,1.17,1.24,1.3,1.42,1.69,1.93,2.1,2.46,2.72
2017/9/7,0.98,1.05,1.15,1.21,1.27,1.38,1.63,1.88,2.05,2.4,2.66
2017/9/8,0.96,1.04,1.14,1.22,1.27,1.39,1.64,1.89,2.06,2.41,2.67
2017/9/11,0.97,1.05,1.16,1.24,1.32,1.44,1.71,1.96,2.14,2.49,2.75
2017/9/12,0.99,1.03,1.16,1.27,1.33,1.46,1.75,1.99,2.17,2.52,2.78
2017/9/13,0.99,1.04,1.16,1.27,1.35,1.48,1.78,2.01,2.2,2.53,2.79
2017/9/14,0.99,1.05,1.17,1.28,1.37,1.5,1.79,2.01,2.2,2.52,2.77
2017/9/15,0.98,1.05,1.17,1.3,1.39,1.53,1.81,2.04,2.2,2.52,2.77
2017/9/18,0.96,1.05,1.18,1.3,1.4,1.54,1.83,2.06,2.23,2.56,2.8
2017/9/19,0.97,1.04,1.19,1.31,1.4,1.55,1.84,2.07,2.24,2.57,2.81
2017/9/20,0.98,1.04,1.2,1.32,1.45,1.6,1.89,2.12,2.28,2.59,2.82
2017/9/21,0.99,1.04,1.19,1.31,1.45,1.59,1.89,2.11,2.27,2.57,2.8
2017/9/22,0.97,1.03,1.19,1.3,1.46,1.58,1.88,2.1,2.26,2.57,2.8
2017/9/25,0.97,1.05,1.19,1.3,1.44,1.56,1.85,2.07,2.22,2.53,2.76
2017/9/26,0.96,1.06,1.19,1.31,1.45,1.57,1.87,2.08,2.24,2.54,2.78
2017/9/27,0.99,1.07,1.2,1.33,1.47,1.6,1.91,2.14,2.31,2.62,2.86
2017/9/28,0.97,1.06,1.18,1.31,1.45,1.59,1.89,2.13,2.31,2.63,2.87
2017/9/29,0.96,1.06,1.2,1.31,1.47,1.62,1.92,2.16,2.33,2.63,2.86
2017/10/2,0.95,1.01,1.22,1.31,1.49,1.63,1.94,2.17,2.34,2.64,2.87
2017/10/3,1.01,1.07,1.21,1.32,1.47,1.62,1.92,2.15,2.33,2.63,2.87
2017/10/4,1,1.08,1.21,1.33,1.47,1.62,1.92,2.15,2.33,2.64,2.87
2017/10/5,1.02,1.07,1.21,1.35,1.49,1.63,1.94,2.17,2.35,2.65,2.89
2017/10/6,1.03,1.07,1.22,1.35,1.54,1.66,1.97,2.2,2.37,2.68,2.91
2017/10/9,1.03,1.07,1.22,1.35,1.54,1.66,1.97,2.2,2.37,2.68,2.91
2017/10/10,1.03,1.08,1.26,1.42,1.51,1.64,1.95,2.18,2.35,2.65,2.88
2017/10/11,1.04,1.1,1.25,1.4,1.51,1.66,1.95,2.17,2.35,2.64,2.88
2017/10/12,0.99,1.09,1.27,1.41,1.51,1.66,1.95,2.16,2.33,2.62,2.86
2017/10/13,0.97,1.09,1.26,1.39,1.51,1.64,1.91,2.12,2.28,2.58,2.81
2017/10/16,0.97,1.1,1.24,1.42,1.54,1.68,1.95,2.15,2.3,2.58,2.82
2017/10/17,0.99,1.09,1.25,1.41,1.54,1.69,1.97,2.15,2.3,2.58,2.8
2017/10/18,0.99,1.09,1.24,1.42,1.59,1.7,1.99,2.19,2.34,2.62,2.85
2017/10/19,0.99,1.1,1.25,1.41,1.58,1.69,1.98,2.18,2.33,2.6,2.83
2017/10/20,0.99,1.11,1.27,1.43,1.6,1.72,2.03,2.24,2.39,2.67,2.89
2017/10/23,1,1.09,1.25,1.42,1.58,1.7,2.01,2.22,2.38,2.66,2.89
2017/10/24,1,1.12,1.27,1.43,1.6,1.73,2.05,2.26,2.42,2.7,2.92
2017/10/25,1.01,1.12,1.27,1.43,1.61,1.74,2.06,2.28,2.44,2.72,2.95
2017/10/26,0.99,1.11,1.29,1.43,1.63,1.76,2.07,2.3,2.46,2.74,2.96
2017/10/27,0.98,1.1,1.28,1.42,1.59,1.73,2.03,2.26,2.42,2.71,2.93
2017/10/30,0.97,1.12,1.24,1.42,1.58,1.71,2,2.22,2.37,2.66,2.88
2017/10/31,0.99,1.15,1.28,1.43,1.6,1.73,2.01,2.23,2.38,2.66,2.88
2017/11/1,1.06,1.18,1.3,1.46,1.61,1.74,2.01,2.22,2.37,2.63,2.85
2017/11/2,1.02,1.17,1.29,1.46,1.61,1.73,2,2.21,2.35,2.61,2.83
2017/11/3,1.02,1.18,1.31,1.49,1.63,1.74,1.99,2.19,2.34,2.59,2.82
