,Dymon-AQUMON,Dymon-AQUMON (VaR-adjusted),PLMAX US Equity,MERKX US Equity,ICPHX US Equity
2015/3/2,-0.003252606046598605,-0.008376152304295226,-0.008674101524593247,-0.012903225440820454,-0.009696970084319578
2015/3/3,-0.003252606046598605,-0.008376152304295226,-0.008674101524593247,-0.012903225440820454,-0.009696970084319578
2015/3/4,-0.003252606046598605,-0.008376152304295226,-0.008674101524593247,-0.012903225440820454,-0.009696970084319578
2015/3/5,-0.003252606046598605,-0.008376152304295226,-0.008674101524593247,-0.012903225440820454,-0.009696970084319578
2015/3/6,-0.003252606046598605,-0.008376152304295226,-0.008674101524593247,-0.013265306151551526,-0.009696970084319578
2015/3/9,-0.003252606046598605,-0.008376152304295226,-0.008674101524593247,-0.013265306151551526,-0.009696970084319578
2015/3/10,-0.003252606046598605,-0.008376152304295226,-0.008871989769051902,-0.013265306151551526,-0.009696970084319578
2015/3/11,-0.003252606046598605,-0.008376152304295226,-0.008871989769051902,-0.013265306151551526,-0.009696970084319578
2015/3/12,-0.003252606046598605,-0.008376152304295226,-0.008871989769051902,-0.013265306151551526,-0.009696970084319578
2015/3/13,-0.003252606046598605,-0.008376152304295226,-0.009641873180357252,-0.013265306151551526,-0.009696970084319578
2015/3/16,-0.003252606046598605,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/3/17,-0.0028667116539570214,-0.008216842098272115,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/3/18,-0.0028667116539570214,-0.008216842098272115,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/3/19,-0.0028667116539570214,-0.008216842098272115,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/3/20,-0.0028667116539570214,-0.008216842098272115,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/3/23,-0.003252606046598605,-0.008216842098272115,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/3/24,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/3/25,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/3/26,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/3/27,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/3/30,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/3/31,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/1,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/2,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/3,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/6,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/7,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/8,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/9,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/10,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/13,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/14,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/15,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/16,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/17,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/20,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/21,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/22,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/23,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/24,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/27,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/28,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/29,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/4/30,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/5/1,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/5/4,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/5/5,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/5/6,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/5/7,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/5/8,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/5/11,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/5/12,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/5/13,-0.003546254201033383,-0.008376152304295226,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/5/14,-0.003252606046598605,-0.008216842098272115,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/5/15,-0.003252606046598605,-0.008216842098272115,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/5/18,-0.003252606046598605,-0.008216842098272115,-0.009641873180357252,-0.012903225440820454,-0.009696970084319578
2015/5/19,-0.003252606046598605,-0.008216842098272115,-0.009641873180357252,-0.013265306151551526,-0.009696970084319578
2015/5/20,-0.003252606046598605,-0.008216842098272115,-0.009641873180357252,-0.013265306151551526,-0.009696970084319578
2015/5/21,-0.003252606046598605,-0.008216842098272115,-0.008871989769051902,-0.012903225440820454,-0.00903225733857227
2015/5/22,-0.003252606046598605,-0.008216842098272115,-0.008871989769051902,-0.012903225440820454,-0.00903225733857227
2015/5/25,-0.003252606046598605,-0.008216842098272115,-0.008871989769051902,-0.012903225440820454,-0.00903225733857227
2015/5/26,-0.003252606046598605,-0.008216842098272115,-0.009247027649712303,-0.012903225440820454,-0.00903225733857227
2015/5/27,-0.003252606046598605,-0.008216842098272115,-0.009247027649712303,-0.012903225440820454,-0.00903225733857227
2015/5/28,-0.003252606046598605,-0.008216842098272115,-0.009247027649712303,-0.012903225440820454,-0.00903225733857227
2015/5/29,-0.003252606046598605,-0.008216842098272115,-0.009247027649712303,-0.012903225440820454,-0.00903225733857227
2015/6/1,-0.003252606046598605,-0.008216842098272115,-0.009247027649712303,-0.012903225440820454,-0.00903225733857227
2015/6/2,-0.003252606046598605,-0.008216842098272115,-0.009247027649712303,-0.012903225440820454,-0.00903225733857227
2015/6/3,-0.003252606046598605,-0.008216842098272115,-0.009247027649712303,-0.012903225440820454,-0.00903225733857227
2015/6/4,-0.003252606046598605,-0.008216842098272115,-0.009247027649712303,-0.012903225440820454,-0.00903225733857227
2015/6/5,-0.0028667116539570214,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/8,-0.0028667116539570214,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/9,-0.0028667116539570214,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/10,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/11,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/12,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/15,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/16,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/17,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/18,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/19,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/22,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/23,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/24,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/25,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/26,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/29,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/6/30,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/1,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/2,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/3,-0.0027873689929942547,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/6,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/7,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/8,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/9,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/10,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/13,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/14,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/15,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/16,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/17,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/20,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/21,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/22,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/23,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/24,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/27,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/28,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/29,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/30,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/7/31,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/8/3,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/8/4,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/8/5,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/8/6,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/8/7,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/8/10,-0.002445850038441999,-0.008054188446135258,-0.009247027649712303,-0.011417696803497246,-0.00903225733857227
2015/8/11,-0.002445850038441999,-0.008054188446135258,-0.009641873180357252,-0.011417696803497246,-0.009696970084319578
2015/8/12,-0.002445850038441999,-0.008054188446135258,-0.009641873180357252,-0.011417696803497246,-0.009696970084319578
2015/8/13,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.011417696803497246,-0.009696970084319578
2015/8/14,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.011417696803497246,-0.009696970084319578
2015/8/17,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.011417696803497246,-0.009696970084319578
2015/8/18,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.011417696803497246,-0.009696970084319578
2015/8/19,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.011417696803497246,-0.009696970084319578
2015/8/20,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.011417696803497246,-0.009696970084319578
2015/8/21,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.011417696803497246,-0.009696970084319578
2015/8/24,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.011417696803497246,-0.009696970084319578
2015/8/25,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.011417696803497246,-0.009696970084319578
2015/8/26,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/8/27,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/8/28,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/8/31,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/1,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/2,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/3,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/4,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/7,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/8,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/9,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/10,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/11,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/14,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/15,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/16,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/17,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/18,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/21,-0.0027873689929942547,-0.00807529870069934,-0.009641873180357252,-0.01273885397943142,-0.009696970084319578
2015/9/22,-0.0027873689929942547,-0.00807529870069934,-0.009681880953955169,-0.01273885397943142,-0.009696970084319578
2015/9/23,-0.0027873689929942547,-0.00807529870069934,-0.009681880953955169,-0.01273885397943142,-0.009696970084319578
2015/9/24,-0.0027873689929942547,-0.00807529870069934,-0.009681880953955169,-0.01273885397943142,-0.009696970084319578
2015/9/25,-0.0027873689929942547,-0.00807529870069934,-0.009681880953955169,-0.01273885397943142,-0.009696970084319578
2015/9/28,-0.0027873689929942547,-0.00807529870069934,-0.009681880953955169,-0.01273885397943142,-0.009696970084319578
2015/9/29,-0.0027873689929942547,-0.00807529870069934,-0.009681880953955169,-0.01273885397943142,-0.009696970084319578
2015/9/30,-0.0027873689929942547,-0.00807529870069934,-0.009681880953955169,-0.01273885397943142,-0.009696970084319578
2015/10/1,-0.0027873689929942547,-0.00807529870069934,-0.009681880953955169,-0.01273885397943142,-0.009696970084319578
2015/10/2,-0.0027873689929942547,-0.00807529870069934,-0.009681880953955169,-0.01273885397943142,-0.009696970084319578
2015/10/5,-0.003546254201033383,-0.00807529870069934,-0.009681880953955169,-0.01273885397943142,-0.009696970084319578
2015/10/6,-0.003546254201033383,-0.00807529870069934,-0.009681880953955169,-0.01273885397943142,-0.009696970084319578
2015/10/7,-0.003559068053279879,-0.008216842098272115,-0.009681880953955169,-0.01273885397943142,-0.009696970084319578
2015/10/8,-0.003559068053279879,-0.008216842098272115,-0.009681880953955169,-0.01273885397943142,-0.009696970084319578
2015/10/9,-0.004216161101206373,-0.008376152304295226,-0.009681880953955169,-0.01273885397943142,-0.009696970084319578
2015/10/12,-0.004216161101206373,-0.008376152304295226,-0.009681880953955169,-0.01273885397943142,-0.009696970084319578
2015/10/13,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/10/14,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/10/15,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/10/16,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/10/19,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/10/20,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/10/21,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/10/22,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/10/23,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/10/26,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/10/27,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/10/28,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/10/29,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/10/30,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/11/2,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/11/3,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/11/4,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/11/5,-0.004216161101206373,-0.008376152304295226,-0.009817671710804388,-0.01273885397943142,-0.009696970084319578
2015/11/6,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/9,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/10,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/11,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/12,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/13,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/16,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/17,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/18,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/19,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/20,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/23,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/24,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/25,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/26,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/27,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/11/30,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/1,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/2,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/3,-0.004216161101206373,-0.008376152304295226,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/4,-0.0043590791306907795,-0.008582016805421255,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/7,-0.0043590791306907795,-0.008582016805421255,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/8,-0.0043590791306907795,-0.008582016805421255,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/9,-0.0043590791306907795,-0.008582016805421255,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/10,-0.0043590791306907795,-0.008872241704816042,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/11,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/14,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/15,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/16,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/17,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/18,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/21,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/22,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/23,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/24,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/25,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/28,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/29,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/30,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2015/12/31,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/1,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/4,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/5,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/6,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/7,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/8,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/11,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/12,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/13,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/14,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/15,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/18,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/19,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/20,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/21,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/22,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/25,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/26,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/27,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/28,-0.0043590791306907795,-0.009200375345908007,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/1/29,-0.0045093629034737015,-0.010841923243326002,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/2/1,-0.0045093629034737015,-0.010841923243326002,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
2016/2/2,-0.0045093629034737015,-0.010841923243326002,-0.009887005556014516,-0.01273885397943142,-0.009696970084319578
